ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous
A10069,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,7,1,999,0
A10070,49,self-employed,married,basic.9y,unknown,yes,no,cellular,jul,thu,82,1,999,0
A10071,32,admin.,single,university.degree,no,no,no,telephone,nov,mon,1239,1,999,0
A10072,34,admin.,married,university.degree,no,yes,no,cellular,may,fri,456,2,999,1
A10073,50,admin.,married,university.degree,no,no,no,cellular,jul,fri,99,1,999,0
A10074,45,technician,married,professional.course,no,no,no,cellular,oct,thu,504,1,6,1
A10075,38,unemployed,single,university.degree,no,yes,yes,cellular,aug,tue,153,6,999,0
A10076,25,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,97,4,999,0
A10077,49,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,126,1,999,0
A10078,36,technician,married,professional.course,no,no,yes,telephone,may,tue,95,1,999,0
A10079,48,admin.,divorced,basic.9y,no,yes,no,telephone,may,fri,274,2,999,0
A10080,23,services,married,high.school,no,yes,no,cellular,may,wed,77,3,999,0
A10081,41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,134,3,999,0
A10082,34,services,married,high.school,unknown,no,yes,cellular,may,tue,22,5,999,0
A10083,32,admin.,married,university.degree,no,yes,no,telephone,may,fri,82,3,999,0
A10084,35,blue-collar,single,basic.9y,no,no,yes,cellular,jul,tue,416,3,999,0
A10085,45,entrepreneur,married,basic.9y,unknown,no,no,telephone,jun,fri,326,1,999,0
A10086,43,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,180,1,999,0
A10087,35,admin.,single,basic.9y,no,yes,no,cellular,jul,fri,431,3,999,0
A10088,38,technician,single,professional.course,unknown,yes,no,telephone,jun,mon,127,1,999,0
A10089,48,admin.,married,high.school,no,no,no,telephone,oct,mon,312,1,999,0
A10090,35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,330,2,999,0
A10091,25,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,162,1,999,0
A10092,32,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,44,4,999,0
A10093,55,services,married,high.school,no,no,no,cellular,may,fri,95,1,999,0
A10094,29,entrepreneur,married,university.degree,no,no,no,telephone,jul,tue,208,5,999,0
A10095,32,admin.,married,university.degree,no,no,no,telephone,may,fri,389,4,999,1
A10096,26,services,single,high.school,no,yes,no,cellular,jul,wed,75,10,999,0
A10097,56,retired,married,high.school,no,no,no,cellular,jun,tue,383,1,3,1
A10098,41,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,83,2,999,0
A10099,56,admin.,married,university.degree,no,no,no,telephone,may,fri,1461,2,999,0
A10100,45,admin.,married,unknown,no,no,no,telephone,may,tue,79,1,999,0
A10101,26,student,single,basic.9y,no,yes,no,cellular,aug,wed,182,1,4,1
A10102,24,services,single,high.school,no,no,no,cellular,jun,wed,150,1,999,0
A10103,42,technician,married,university.degree,no,no,yes,cellular,jul,thu,65,2,999,0
A10104,38,technician,married,professional.course,unknown,no,no,telephone,may,mon,407,2,999,0
A10105,49,services,married,high.school,unknown,yes,no,telephone,may,wed,191,2,999,0
A10106,54,technician,married,high.school,no,no,no,telephone,jun,fri,204,2,999,0
A10107,29,technician,single,university.degree,no,yes,no,telephone,may,fri,256,1,999,0
A10108,47,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,345,2,999,0
A10109,37,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,45,13,999,0
A10110,36,management,married,university.degree,unknown,no,no,cellular,aug,tue,504,2,999,0
A10111,38,entrepreneur,single,university.degree,no,no,no,cellular,aug,mon,115,2,999,0
A10112,35,blue-collar,married,basic.9y,no,yes,no,cellular,nov,fri,11,2,999,0
A10113,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,150,3,999,0
A10114,36,housemaid,single,high.school,no,yes,no,cellular,jul,tue,257,5,999,0
A10115,49,unemployed,married,basic.4y,unknown,no,no,cellular,may,wed,771,2,999,0
A10116,55,admin.,divorced,unknown,unknown,no,no,cellular,may,mon,178,2,999,0
A10117,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,267,3,999,0
A10118,29,technician,single,university.degree,no,yes,yes,cellular,jul,wed,1089,6,999,0
A10119,44,blue-collar,married,high.school,no,no,no,telephone,may,wed,250,4,999,0
A10120,32,admin.,single,university.degree,no,no,no,cellular,apr,tue,49,2,999,0
A10121,32,technician,married,university.degree,no,no,no,telephone,sep,wed,994,3,999,0
A10122,53,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,893,1,999,0
A10123,44,blue-collar,single,unknown,no,yes,no,cellular,nov,wed,198,1,999,0
A10124,51,services,married,high.school,unknown,no,yes,cellular,aug,tue,20,5,999,0
A10125,43,admin.,married,professional.course,unknown,yes,no,cellular,jul,thu,747,4,999,0
A10126,57,admin.,single,university.degree,no,no,no,cellular,jul,tue,105,1,999,0
A10127,54,management,divorced,university.degree,no,no,no,telephone,may,mon,611,2,999,0
A10128,43,admin.,single,university.degree,no,yes,no,cellular,may,tue,305,1,999,1
A10129,41,blue-collar,married,high.school,no,yes,no,cellular,may,fri,150,3,999,0
A10130,29,student,single,high.school,no,unknown,unknown,cellular,aug,tue,505,1,4,3
A10131,42,technician,married,university.degree,no,yes,no,telephone,nov,fri,81,7,999,0
A10132,58,retired,married,professional.course,no,yes,yes,cellular,aug,thu,173,1,999,0
A10133,43,blue-collar,married,basic.9y,no,no,no,cellular,mar,tue,180,2,999,0
A10134,30,blue-collar,married,basic.9y,no,no,yes,cellular,jul,wed,173,1,999,0
A10135,52,admin.,married,high.school,no,yes,no,cellular,apr,thu,152,2,999,1
A10136,51,admin.,married,university.degree,no,yes,no,cellular,nov,tue,275,2,999,0
A10137,30,entrepreneur,married,university.degree,no,no,no,cellular,aug,mon,99,3,999,0
A10138,36,admin.,married,basic.9y,no,no,no,cellular,may,fri,159,1,999,1
A10139,36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,998,1,999,0
A10140,53,blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,243,2,999,0
A10141,32,admin.,married,university.degree,no,yes,no,telephone,nov,fri,41,1,999,0
A10142,46,management,married,basic.9y,no,yes,no,telephone,may,wed,16,1,999,0
A10143,29,services,divorced,high.school,no,yes,no,telephone,may,tue,50,3,999,0
A10144,33,admin.,single,university.degree,no,no,no,cellular,may,mon,305,2,999,0
A10145,45,admin.,married,high.school,no,yes,no,telephone,jun,tue,174,2,999,0
A10146,59,admin.,married,high.school,no,yes,no,cellular,aug,fri,91,1,999,0
A10147,37,technician,single,high.school,unknown,no,no,cellular,jul,mon,500,1,999,0
A10148,47,technician,divorced,high.school,no,yes,no,cellular,jul,thu,149,2,999,0
A10149,37,blue-collar,married,basic.6y,no,yes,yes,cellular,mar,thu,73,2,999,0
A10150,33,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,fri,97,1,999,0
A10151,35,technician,single,professional.course,no,yes,no,telephone,may,thu,170,2,999,0
A10152,31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,442,1,999,0
A10153,40,technician,married,basic.9y,no,no,no,cellular,nov,wed,59,1,999,0
A10154,58,retired,married,university.degree,no,yes,no,cellular,aug,tue,327,1,999,0
A10155,54,retired,married,basic.4y,no,no,yes,cellular,oct,thu,164,2,999,0
A10156,35,technician,married,professional.course,no,yes,no,telephone,jun,fri,366,1,999,0
A10157,42,technician,married,professional.course,no,yes,yes,cellular,aug,mon,245,7,999,0
A10158,29,self-employed,married,university.degree,no,no,no,telephone,may,thu,118,3,999,0
A10159,41,technician,single,high.school,no,yes,no,cellular,may,mon,222,3,999,0
A10160,32,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,314,1,999,0
A10161,37,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,193,2,999,0
A10162,53,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,615,1,999,0
A10163,36,technician,divorced,professional.course,no,yes,no,cellular,may,mon,341,7,999,0
A10164,45,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,167,2,999,0
A10165,27,services,single,high.school,no,no,yes,cellular,may,thu,603,1,999,0
A10166,47,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,97,2,999,0
A10167,22,services,single,high.school,no,no,no,telephone,jun,wed,156,1,999,0
A10168,37,entrepreneur,married,basic.6y,no,yes,no,cellular,aug,fri,148,2,999,0
A10169,58,retired,single,professional.course,no,yes,no,cellular,apr,wed,1288,3,999,0
A10170,43,management,married,university.degree,no,no,no,cellular,nov,mon,55,1,999,0
A10171,32,self-employed,married,university.degree,no,no,no,cellular,nov,thu,707,2,3,2
A10172,47,self-employed,married,basic.4y,unknown,no,no,cellular,may,thu,168,1,999,0
A10173,36,technician,married,high.school,no,yes,no,cellular,nov,mon,38,1,999,1
A10174,58,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,165,2,999,0
A10175,76,unknown,married,unknown,no,no,no,telephone,jul,thu,301,3,999,0
A10176,23,student,single,high.school,no,no,no,cellular,jun,tue,310,1,999,0
A10177,41,blue-collar,married,high.school,no,no,yes,telephone,apr,thu,55,2,999,0
A10178,32,technician,single,professional.course,no,yes,no,cellular,aug,wed,281,2,999,0
A10179,49,admin.,married,high.school,no,no,yes,cellular,jul,fri,204,1,999,0
A10180,57,management,married,university.degree,unknown,yes,yes,cellular,nov,fri,22,2,999,1
A10181,44,technician,single,high.school,no,no,no,telephone,may,wed,189,3,999,0
A10182,46,services,married,high.school,no,no,no,cellular,apr,thu,146,1,999,0
A10183,31,technician,single,basic.9y,unknown,yes,yes,cellular,nov,wed,131,1,999,1
A10184,44,services,married,professional.course,no,no,no,cellular,aug,mon,186,2,999,0
A10185,32,technician,single,professional.course,no,no,no,cellular,apr,mon,33,1,6,1
A10186,72,retired,single,university.degree,no,no,no,cellular,may,fri,114,3,999,0
A10187,31,services,single,high.school,no,yes,no,cellular,jul,thu,59,2,999,0
A10188,59,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,thu,218,1,999,0
A10189,35,admin.,single,basic.4y,unknown,yes,no,telephone,may,wed,381,2,999,0
A10190,27,admin.,single,university.degree,no,no,no,cellular,jul,mon,130,1,999,0
A10191,57,self-employed,married,professional.course,no,yes,no,cellular,jul,tue,1056,2,999,0
A10192,31,management,married,university.degree,no,yes,no,cellular,jun,tue,305,1,999,0
A10193,28,admin.,married,high.school,no,no,yes,telephone,jun,fri,260,2,999,0
A10194,53,unknown,married,high.school,unknown,yes,no,telephone,jun,mon,244,1,999,0
A10195,28,admin.,single,high.school,no,yes,no,cellular,jul,thu,231,1,999,0
A10196,53,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,78,2,999,0
A10197,52,services,married,university.degree,no,no,no,telephone,may,fri,132,11,999,0
A10198,45,technician,married,professional.course,no,no,no,cellular,aug,mon,82,1,999,0
A10199,30,blue-collar,married,basic.6y,no,yes,yes,cellular,may,mon,429,2,999,0
A10200,58,retired,married,basic.9y,no,no,no,telephone,may,wed,256,4,999,0
A10201,43,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,1540,1,999,0
A10202,35,admin.,single,university.degree,no,no,no,cellular,nov,thu,295,3,999,0
A10203,37,blue-collar,single,basic.4y,no,yes,no,cellular,apr,mon,326,3,999,0
A10204,29,blue-collar,single,high.school,no,yes,no,cellular,jul,fri,90,1,999,0
A10205,56,unemployed,divorced,high.school,unknown,yes,no,cellular,nov,fri,109,1,999,1
A10206,37,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,225,2,999,0
A10207,40,management,divorced,university.degree,no,no,no,cellular,may,fri,342,2,999,0
A10208,33,admin.,married,unknown,no,yes,no,telephone,may,fri,134,1,999,0
A10209,36,entrepreneur,married,high.school,no,yes,yes,cellular,may,mon,102,1,999,0
A10210,27,admin.,single,university.degree,no,no,no,cellular,jul,wed,51,1,999,0
A10211,39,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,214,2,999,0
A10212,33,blue-collar,married,high.school,no,unknown,unknown,cellular,apr,mon,19,5,999,0
A10213,38,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,317,6,999,0
A10214,33,technician,single,university.degree,no,yes,no,cellular,aug,tue,116,1,999,0
A10215,51,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,118,3,999,0
A10216,42,admin.,married,university.degree,no,no,no,telephone,may,thu,193,1,999,0
A10217,41,admin.,single,high.school,no,yes,no,telephone,may,mon,85,2,999,0
A10218,39,admin.,single,university.degree,no,yes,yes,telephone,jun,mon,1075,2,999,0
A10219,51,services,married,high.school,unknown,yes,no,telephone,may,wed,127,3,999,0
A10220,18,student,single,unknown,no,yes,no,telephone,may,tue,421,1,3,1
A10221,56,retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,316,4,999,0
A10222,47,self-employed,married,basic.9y,unknown,yes,no,cellular,nov,fri,258,1,999,1
A10223,43,blue-collar,married,basic.9y,no,yes,no,cellular,dec,tue,689,2,999,0
A10224,36,technician,married,high.school,unknown,yes,no,cellular,aug,wed,231,1,999,0
A10225,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,395,6,999,0
A10226,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,289,1,999,0
A10227,59,retired,divorced,university.degree,unknown,unknown,unknown,cellular,jul,wed,139,1,999,0
A10228,59,management,married,university.degree,no,no,no,cellular,dec,thu,112,4,999,1
A10229,44,technician,married,professional.course,no,no,no,cellular,may,mon,132,3,999,0
A10230,36,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,86,3,999,0
A10231,34,technician,married,high.school,no,no,no,cellular,may,mon,40,1,999,1
A10232,27,student,single,high.school,no,no,no,telephone,oct,tue,187,1,999,0
A10233,35,admin.,married,high.school,no,yes,no,telephone,jun,wed,55,2,999,0
A10234,39,housemaid,married,university.degree,no,yes,no,telephone,jun,fri,258,2,999,0
A10235,43,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,150,7,999,0
A10236,48,admin.,married,university.degree,no,yes,no,cellular,apr,thu,220,2,999,1
A10237,29,services,married,professional.course,no,no,no,cellular,may,thu,48,1,999,0
A10238,33,admin.,single,university.degree,no,yes,no,cellular,aug,tue,226,4,999,0
A10239,30,technician,married,professional.course,no,yes,no,telephone,nov,wed,6,1,999,0
A10240,48,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,100,1,999,0
A10241,48,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,99,1,999,0
A10242,33,technician,single,high.school,no,yes,no,cellular,aug,mon,73,1,999,0
A10243,19,student,single,basic.4y,no,yes,no,cellular,may,thu,220,1,999,1
A10244,38,technician,married,professional.course,no,yes,no,telephone,may,thu,82,1,999,0
A10245,40,management,married,basic.6y,no,no,no,cellular,nov,mon,56,1,999,0
A10246,36,services,married,high.school,no,yes,no,cellular,may,tue,145,1,999,2
A10247,33,admin.,married,university.degree,no,yes,no,cellular,nov,thu,240,1,999,0
A10248,46,blue-collar,married,basic.9y,no,no,no,telephone,nov,wed,66,2,999,0
A10249,41,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,208,2,999,0
A10250,27,admin.,single,unknown,no,yes,no,telephone,may,wed,591,2,999,0
A10251,31,technician,married,professional.course,unknown,yes,yes,telephone,aug,thu,31,1,999,0
A10252,58,management,unknown,university.degree,no,no,no,telephone,jun,wed,16,9,999,0
A10253,41,technician,married,university.degree,no,yes,no,telephone,may,fri,67,3,999,0
A10254,44,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,239,1,999,2
A10255,31,admin.,married,university.degree,no,no,no,cellular,aug,thu,366,1,999,0
A10256,25,admin.,divorced,professional.course,no,no,no,cellular,jul,mon,159,1,999,0
A10257,29,admin.,single,basic.9y,no,yes,no,cellular,may,wed,256,3,999,0
A10258,38,admin.,married,university.degree,no,no,no,telephone,jun,fri,460,4,999,0
A10259,49,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,1980,2,999,0
A10260,71,admin.,married,basic.4y,no,yes,yes,cellular,may,fri,466,4,3,2
A10261,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,12,3,999,0
A10262,25,admin.,married,university.degree,no,yes,no,cellular,mar,fri,294,1,999,0
A10263,25,student,single,high.school,no,no,no,cellular,oct,fri,294,1,999,1
A10264,54,entrepreneur,divorced,university.degree,no,yes,yes,telephone,nov,thu,761,3,999,0
A10265,22,student,single,high.school,no,yes,no,cellular,apr,fri,14,3,999,0
A10266,71,retired,married,professional.course,no,no,no,cellular,oct,tue,323,1,999,0
A10267,49,services,married,high.school,unknown,yes,yes,cellular,jul,wed,42,1,999,0
A10268,51,admin.,married,high.school,no,no,yes,cellular,oct,thu,181,2,999,1
A10269,56,entrepreneur,married,university.degree,no,yes,yes,cellular,may,fri,536,2,999,0
A10270,46,housemaid,married,basic.4y,unknown,yes,no,cellular,may,wed,369,2,999,0
A10271,31,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,274,2,999,0
A10272,53,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,181,2,999,0
A10273,58,retired,married,basic.4y,unknown,no,no,cellular,jul,tue,70,1,999,0
A10274,34,admin.,married,university.degree,no,no,no,cellular,may,wed,89,4,999,1
A10275,50,services,married,high.school,no,yes,no,cellular,nov,tue,129,1,999,1
A10276,32,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,709,7,999,0
A10277,33,technician,married,professional.course,no,yes,no,cellular,apr,fri,108,1,999,0
A10278,48,services,married,high.school,unknown,no,no,cellular,jul,tue,165,1,999,0
A10279,41,retired,single,basic.4y,no,yes,no,cellular,oct,fri,278,1,999,0
A10280,33,technician,single,professional.course,no,yes,no,cellular,aug,wed,244,1,999,0
A10281,39,housemaid,married,basic.4y,unknown,yes,no,telephone,may,mon,381,2,999,0
A10282,40,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,mon,127,3,999,0
A10283,71,retired,married,basic.4y,no,no,no,cellular,oct,tue,353,1,999,0
A10284,30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,58,1,999,0
A10285,34,admin.,single,high.school,no,yes,no,cellular,may,fri,80,1,999,1
A10286,33,admin.,single,university.degree,no,yes,no,cellular,apr,mon,169,1,999,0
A10287,38,technician,single,basic.9y,no,yes,no,cellular,may,mon,29,5,999,0
A10288,49,self-employed,divorced,university.degree,no,no,yes,cellular,jul,wed,207,2,999,0
A10289,47,admin.,divorced,university.degree,no,no,yes,cellular,nov,tue,96,2,999,0
A10290,29,technician,single,university.degree,no,yes,no,cellular,apr,wed,389,2,999,0
A10291,39,blue-collar,married,basic.9y,no,yes,no,cellular,jun,tue,250,1,999,0
A10292,39,technician,married,professional.course,no,yes,no,cellular,jul,wed,178,2,999,0
A10293,26,technician,single,university.degree,no,yes,yes,cellular,jul,tue,105,2,999,0
A10294,46,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,tue,204,2,999,0
A10295,57,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,34,6,999,0
A10296,40,admin.,single,high.school,unknown,no,yes,telephone,nov,mon,14,1,999,0
A10297,50,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,153,2,999,0
A10298,37,blue-collar,single,unknown,no,no,no,telephone,may,fri,122,5,999,0
A10299,35,technician,married,professional.course,no,yes,no,telephone,may,mon,832,3,999,0
A10300,30,technician,single,professional.course,no,yes,no,cellular,may,fri,26,6,999,0
A10301,44,management,married,university.degree,unknown,no,no,telephone,may,tue,730,1,999,0
A10302,31,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,359,2,999,0
A10303,26,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,88,2,6,1
A10304,25,student,single,unknown,unknown,yes,no,cellular,aug,fri,81,1,999,1
A10305,30,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,489,3,999,0
A10306,35,services,single,high.school,no,yes,no,cellular,may,wed,87,1,999,1
A10307,37,management,married,university.degree,no,yes,no,cellular,apr,mon,13,5,999,0
A10308,55,self-employed,married,university.degree,unknown,no,no,cellular,may,mon,217,3,999,1
A10309,59,retired,divorced,professional.course,no,yes,no,cellular,may,wed,281,3,999,0
A10310,43,blue-collar,married,basic.9y,no,no,yes,cellular,jul,tue,148,2,999,0
A10311,41,technician,married,basic.6y,no,yes,no,telephone,may,tue,381,2,999,0
A10312,34,admin.,single,high.school,no,yes,no,cellular,aug,tue,168,2,999,0
A10313,34,housemaid,divorced,university.degree,no,yes,yes,cellular,apr,fri,73,1,999,0
A10314,27,services,married,high.school,no,yes,no,telephone,jun,fri,172,3,999,0
A10315,28,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,176,2,999,0
A10316,26,student,single,professional.course,no,no,yes,cellular,may,fri,182,2,999,0
A10317,42,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,313,2,999,0
A10318,44,admin.,single,high.school,no,yes,no,cellular,nov,wed,149,1,999,1
A10319,42,technician,single,professional.course,no,yes,no,cellular,jul,tue,179,6,999,0
A10320,43,blue-collar,single,professional.course,no,no,no,telephone,may,wed,51,2,999,0
A10321,46,admin.,married,university.degree,no,yes,no,cellular,aug,tue,208,2,999,0
A10322,51,admin.,divorced,high.school,no,no,yes,cellular,nov,thu,64,1,999,0
A10323,43,technician,married,university.degree,no,yes,no,telephone,jul,fri,105,3,999,0
A10324,44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,89,2,999,0
A10325,36,services,divorced,high.school,no,yes,no,cellular,jul,mon,226,1,999,0
A10326,55,management,married,university.degree,unknown,no,no,telephone,may,tue,142,2,999,0
A10327,39,management,single,high.school,unknown,no,no,cellular,nov,tue,714,1,999,1
A10328,25,student,single,professional.course,no,yes,no,cellular,may,wed,483,2,999,0
A10329,37,admin.,married,high.school,no,no,no,telephone,may,tue,185,1,999,0
A10330,45,management,married,university.degree,no,no,no,telephone,jun,fri,126,5,999,0
A10331,60,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,80,3,999,0
A10332,58,housemaid,single,professional.course,no,no,no,cellular,apr,mon,147,1,6,1
A10333,42,entrepreneur,married,basic.9y,no,unknown,unknown,cellular,mar,tue,133,1,999,0
A10334,41,management,married,university.degree,no,yes,no,cellular,nov,mon,49,1,999,0
A10335,47,technician,married,professional.course,no,no,no,cellular,jul,mon,66,2,999,0
A10336,42,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,138,1,999,0
A10337,52,management,married,high.school,unknown,yes,no,telephone,may,fri,113,4,999,0
A10338,36,admin.,single,high.school,no,no,no,cellular,may,thu,42,2,999,1
A10339,34,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,thu,280,3,999,0
A10340,34,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,101,2,999,1
A10341,37,admin.,married,university.degree,no,no,no,telephone,jun,thu,63,1,999,0
A10342,49,housemaid,divorced,basic.4y,no,no,no,telephone,jun,wed,67,1,999,0
A10343,60,retired,married,basic.4y,no,no,no,cellular,oct,mon,82,1,999,0
A10344,52,services,divorced,basic.4y,unknown,yes,yes,cellular,nov,fri,23,8,999,0
A10345,29,admin.,single,university.degree,no,no,no,cellular,aug,fri,186,3,999,0
A10346,56,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,wed,87,2,999,0
A10347,23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,245,1,999,0
A10348,46,admin.,married,high.school,no,no,yes,telephone,may,tue,197,2,999,0
A10349,44,admin.,married,high.school,no,yes,yes,cellular,may,fri,111,4,999,0
A10350,34,unemployed,single,high.school,no,yes,no,cellular,may,wed,1970,3,999,0
A10351,36,services,married,high.school,no,yes,no,cellular,oct,fri,104,1,6,1
A10352,31,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,59,1,999,1
A10353,48,services,divorced,basic.9y,no,unknown,unknown,cellular,may,thu,67,7,999,0
A10354,31,student,single,university.degree,no,no,no,cellular,aug,tue,279,4,6,2
A10355,41,management,married,high.school,no,no,no,cellular,may,mon,236,2,999,0
A10356,42,technician,married,basic.6y,no,yes,no,telephone,may,tue,705,1,999,0
A10357,31,services,single,high.school,unknown,yes,no,telephone,may,thu,102,3,999,0
A10358,60,management,married,university.degree,no,no,no,telephone,jun,mon,526,2,999,0
A10359,45,entrepreneur,married,university.degree,unknown,yes,yes,cellular,aug,mon,38,2,999,0
A10360,88,retired,divorced,basic.4y,no,yes,no,cellular,oct,wed,180,1,999,0
A10361,48,technician,married,unknown,no,yes,no,telephone,may,mon,429,1,999,0
A10362,31,management,single,university.degree,no,yes,no,cellular,may,thu,165,2,999,0
A10363,40,technician,married,university.degree,no,no,no,cellular,may,mon,192,4,999,1
A10364,42,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,53,10,999,0
A10365,23,technician,single,high.school,no,no,yes,cellular,may,thu,1129,1,999,0
A10366,37,admin.,single,university.degree,no,no,no,telephone,may,wed,362,3,999,0
A10367,29,technician,married,university.degree,no,no,yes,cellular,aug,wed,80,1,999,0
A10368,31,technician,single,professional.course,no,no,no,cellular,may,tue,163,2,999,1
A10369,34,unknown,married,basic.4y,no,yes,no,cellular,apr,thu,477,2,999,0
A10370,34,admin.,married,high.school,no,no,no,telephone,may,wed,357,1,999,0
A10371,56,admin.,divorced,basic.6y,no,no,yes,cellular,jul,thu,174,8,999,0
A10372,21,student,single,high.school,no,yes,yes,cellular,aug,tue,220,1,999,0
A10373,24,services,single,high.school,no,yes,no,cellular,apr,wed,209,1,999,0
A10374,53,technician,divorced,high.school,no,yes,no,cellular,jul,tue,201,4,999,0
A10375,49,self-employed,married,high.school,no,no,no,cellular,may,fri,309,3,999,0
A10376,60,admin.,married,unknown,no,yes,no,cellular,may,wed,762,1,6,2
A10377,42,admin.,single,high.school,no,yes,no,cellular,jul,thu,154,4,999,0
A10378,45,admin.,single,high.school,no,yes,no,cellular,may,thu,19,1,999,1
A10379,21,admin.,single,high.school,no,yes,no,cellular,apr,wed,122,1,999,0
A10380,43,admin.,married,university.degree,no,no,no,cellular,aug,wed,420,1,999,0
A10381,40,management,married,university.degree,no,unknown,unknown,telephone,jun,mon,61,2,999,0
A10382,37,unemployed,single,university.degree,no,yes,no,cellular,jun,thu,122,2,6,1
A10383,43,admin.,married,university.degree,no,yes,no,cellular,mar,fri,689,2,999,0
A10384,29,services,single,high.school,unknown,yes,no,telephone,jun,fri,334,3,999,0
A10385,58,admin.,married,university.degree,no,yes,no,telephone,oct,mon,9,1,999,0
A10386,40,admin.,single,high.school,no,yes,no,cellular,may,mon,213,1,999,1
A10387,27,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,mon,115,2,999,0
A10388,32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,322,1,999,0
A10389,31,management,single,university.degree,no,no,no,cellular,aug,mon,413,1,999,0
A10390,34,blue-collar,married,basic.6y,unknown,yes,yes,cellular,nov,wed,182,2,999,1
A10391,30,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,79,1,999,0
A10392,57,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,172,2,999,0
A10393,52,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,358,1,999,0
A10394,31,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,60,2,999,0
A10395,37,self-employed,married,professional.course,no,yes,no,telephone,may,thu,80,1,999,0
A10396,41,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,410,5,999,0
A10397,29,admin.,single,university.degree,no,yes,no,cellular,nov,thu,341,2,999,0
A10398,53,technician,married,unknown,no,yes,no,telephone,jun,thu,134,3,999,0
A10399,28,unemployed,married,professional.course,no,no,no,telephone,aug,fri,140,11,999,0
